,0
spot,4150.0
pct_above_ma12,-1.4990148972838568
pct_above_ma36,42.86715638264391
ret_12m_%,24.251497005988032
ret_24m_%,73.06088407005838
ret_12m_zscore,0.488612871279673
pctile_of_12m_ret,76.95652173913044
